timestamp,champion,X,Y
2025-01-11 10:34:24,Kindred,322,196
2025-01-11 10:34:24,Jax,157,169
2025-01-11 10:34:25,Kindred,331,201
2025-01-11 10:34:25,Jax,163,177
2025-01-11 10:34:25,Karma,419,343
2025-01-11 10:34:26,Kindred,341,208
2025-01-11 10:34:26,Jax,173,187
2025-01-11 10:34:26,Karma,433,349
2025-01-11 10:34:27,Kindred,349,217
2025-01-11 10:34:27,Jax,184,195
2025-01-11 10:34:27,Karma,441,359
2025-01-11 10:34:28,Kindred,355,227
2025-01-11 10:34:28,Jax,176,193
2025-01-11 10:34:28,Karma,448,363
2025-01-11 10:34:28,Hwei,443,317
2025-01-11 10:34:29,Kindred,355,229
2025-01-11 10:34:29,Jax,166,185
2025-01-11 10:34:29,Karma,457,379
2025-01-11 10:34:29,Hwei,445,304
2025-01-11 10:34:30,Kindred,357,229
2025-01-11 10:34:30,Jax,160,175
2025-01-11 10:34:30,Karma,457,385
2025-01-11 10:34:30,Hwei,445,292
2025-01-11 10:34:31,Kindred,357,229
2025-01-11 10:34:31,Jax,151,163
2025-01-11 10:34:31,Karma,461,381
2025-01-11 10:34:31,Hwei,445,281
2025-01-11 10:34:32,Kindred,357,229
2025-01-11 10:34:32,Jax,147,154
2025-01-11 10:34:32,Karma,457,387
2025-01-11 10:34:32,Hwei,451,281
2025-01-11 10:34:33,Kindred,357,229
2025-01-11 10:34:33,Jax,147,154
2025-01-11 10:34:33,Karma,457,391
2025-01-11 10:34:33,Hwei,451,281
2025-01-11 10:34:34,Kindred,353,221
2025-01-11 10:34:34,Jax,147,154
2025-01-11 10:34:34,Karma,457,391
2025-01-11 10:34:34,Hwei,459,257
2025-01-11 10:34:35,Kindred,346,211
2025-01-11 10:34:35,Jax,147,154
2025-01-11 10:34:35,Karma,457,387
2025-01-11 10:34:35,Hwei,457,244
2025-01-11 10:34:36,Kindred,337,203
2025-01-11 10:34:36,Jax,147,154
2025-01-11 10:34:36,Karma,457,387
2025-01-11 10:34:36,Hwei,452,233
2025-01-11 10:34:37,Kindred,328,193
2025-01-11 10:34:37,Jax,147,154
2025-01-11 10:34:37,Karma,457,387
2025-01-11 10:34:37,Hwei,451,224
2025-01-11 10:34:38,Kindred,319,187
2025-01-11 10:34:38,Jax,147,154
2025-01-11 10:34:38,Karma,458,386
2025-01-11 10:34:38,Hwei,440,214
2025-01-11 10:34:39,Kindred,311,176
2025-01-11 10:34:39,Jax,147,154
2025-01-11 10:34:39,Karma,457,387
2025-01-11 10:34:39,Hwei,436,213
2025-01-11 10:34:40,Kindred,310,173
2025-01-11 10:34:40,Jax,147,154
2025-01-11 10:34:40,Karma,458,388
2025-01-11 10:34:40,Hwei,419,208
