timestamp,champion,X,Y
2025-01-14 14:11:28,Viktor,320,275
2025-01-14 14:11:29,Viktor,311,283
2025-01-14 14:11:30,Viktor,313,287
2025-01-14 14:11:30,Gnar,112,121
2025-01-14 14:11:31,Viktor,313,283
2025-01-14 14:11:31,Gnar,101,107
2025-01-14 14:11:32,Viktor,320,274
2025-01-14 14:11:32,Gnar,105,89
2025-01-14 14:11:33,Viktor,310,284
2025-01-14 14:11:33,Gnar,111,99
2025-01-14 14:11:33,Jhin,481,455
2025-01-14 14:11:34,Viktor,301,287
2025-01-14 14:11:34,Gnar,124,107
2025-01-14 14:11:34,Jhin,481,455
2025-01-14 14:11:34,Rakan,493,457
2025-01-14 14:11:34,Volibear,310,206
2025-01-14 14:11:35,Viktor,302,285
2025-01-14 14:11:35,Gnar,113,113
2025-01-14 14:11:35,Jhin,481,455
2025-01-14 14:11:35,Rakan,487,451
2025-01-14 14:11:35,Volibear,310,206
2025-01-14 14:11:36,Viktor,311,275
2025-01-14 14:11:36,Gnar,124,103
2025-01-14 14:11:36,Jhin,481,455
2025-01-14 14:11:36,Rakan,485,455
2025-01-14 14:11:36,Volibear,310,199
2025-01-14 14:11:37,Viktor,307,275
2025-01-14 14:11:37,Gnar,111,117
2025-01-14 14:11:37,Jhin,481,455
2025-01-14 14:11:37,Rakan,485,454
2025-01-14 14:11:37,Volibear,310,199
2025-01-14 14:11:38,Viktor,307,271
2025-01-14 14:11:38,Gnar,103,113
2025-01-14 14:11:38,Jhin,481,455
2025-01-14 14:11:38,Rakan,485,458
2025-01-14 14:11:38,Volibear,310,199
2025-01-14 14:11:39,Viktor,304,273
2025-01-14 14:11:39,Gnar,97,109
2025-01-14 14:11:39,Jhin,481,455
2025-01-14 14:11:39,Rakan,483,467
2025-01-14 14:11:39,Volibear,310,199
2025-01-14 14:11:40,Viktor,315,272
2025-01-14 14:11:40,Gnar,95,111
2025-01-14 14:11:40,Jhin,481,455
2025-01-14 14:11:40,Rakan,487,475
2025-01-14 14:11:40,Volibear,310,199
2025-01-14 14:11:41,Viktor,314,281
2025-01-14 14:11:41,Gnar,95,99
2025-01-14 14:11:41,Jhin,478,458
2025-01-14 14:11:41,Rakan,460,478
2025-01-14 14:11:41,Volibear,310,199
2025-01-14 14:11:42,Viktor,313,273
2025-01-14 14:11:42,Gnar,93,97
2025-01-14 14:11:42,Jhin,478,458
2025-01-14 14:11:42,Rakan,465,461
2025-01-14 14:11:42,Volibear,310,199
2025-01-14 14:11:43,Viktor,301,281
2025-01-14 14:11:43,Gnar,97,100
2025-01-14 14:11:43,Jhin,478,458
2025-01-14 14:11:43,Rakan,485,464
2025-01-14 14:11:43,Volibear,310,199
2025-01-14 14:11:44,Viktor,302,279
2025-01-14 14:11:44,Gnar,91,95
2025-01-14 14:11:44,Jhin,478,458
2025-01-14 14:11:44,Rakan,495,464
2025-01-14 14:11:44,Volibear,310,199
2025-01-14 14:11:45,Viktor,307,281
2025-01-14 14:11:45,Gnar,103,93
2025-01-14 14:11:45,Jhin,478,458
2025-01-14 14:11:45,Rakan,495,467
2025-01-14 14:11:45,Volibear,310,199
2025-01-14 14:11:46,Viktor,317,277
2025-01-14 14:11:46,Gnar,95,99
2025-01-14 14:11:46,Jhin,478,458
2025-01-14 14:11:46,Rakan,494,459
2025-01-14 14:11:46,Volibear,310,199
2025-01-14 14:11:48,Viktor,319,266
2025-01-14 14:11:48,Gnar,94,95
2025-01-14 14:11:48,Jhin,478,458
2025-01-14 14:11:48,Rakan,488,457
2025-01-14 14:11:48,Volibear,310,199
